`,Replicate,IndividualID,FoodDate,Sex,PupationDate,PupalMass,PupationAge,EmergenceDate,EmergenceAge,Ultrasound,,,,,,,,,,,,,,
Full Mating Exposure,1,32,10/31/17,M,11/13/17,0.3704,13,11/25/17,25,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,78,11/15/17,M,11/27/17,0.3696,12,12/8/17,23,Y,,,,,,,,,,,,,,
Full Mating Exposure,4,14,11/27/17,M,12/10/17,0.3691,13,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,15,11/15/17,M,11/27/17,0.3689,12,12/8/17,23,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,52,10/31/17,M,11/13/17,0.3681,13,11/25/17,25,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,4,3/26/18,M,4/9/18,0.3662,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,22,11/15/17,M,11/28/17,0.3661,13,12/9/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,12,11/13/17,M,11/25/17,0.3649,12,12/7/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,38,11/15/17,M,11/28/17,0.3635,13,12/9/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,74,11/15/17,M,11/29/17,0.3627,14,12/11/17,26,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,23,10/31/17,M,11/12/17,0.362,12,11/25/17,25,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,17,3/26/18,M,4/9/18,0.361,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,22,10/31/17,M,11/11/17,0.3598,11,11/24/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,58,11/15/17,M,11/27/17,0.359,12,12/8/17,23,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,40,11/15/17,M,11/27/17,0.3585,12,12/8/17,23,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,51,11/15/17,M,11/28/17,0.3572,13,12/9/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,4,2,11/27/17,M,12/10/17,0.3565,13,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,9,10/31/17,M,11/13/17,0.3556,13,11/25/17,25,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,21,10/31/17,M,11/11/17,0.3529,11,11/25/17,25,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,2,10/31/17,M,11/12/17,0.3526,12,11/26/17,26,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,48,10/31/17,M,11/12/17,0.3526,12,11/25/17,25,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,20,11/15/17,M,11/27/17,0.3524,12,12/9/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,19,3/26/18,M,4/18/18,0.3523,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,45,3/26/18,M,4/9/18,0.3517,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,4,22,11/27/17,M,12/10/17,0.3515,13,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,14,10/31/17,M,11/12/17,0.3508,12,11/24/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,4,1,11/27/17,M,12/10/17,0.3508,13,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,47,3/26/18,M,4/9/18,0.3498,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,24,10/31/17,M,11/12/17,0.3496,12,11/26/17,26,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,15,3/26/18,M,4/9/18,0.3487,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,25,3/26/18,M,4/9/18,0.3486,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,9,11/13/17,M,11/25/17,0.347,12,12/6/17,23,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,5,3/26/18,M,4/9/18,0.345,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,16,10/31/17,M,11/11/17,0.3431,11,11/25/17,25,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,39,10/31/17,M,11/13/17,0.3421,13,11/26/17,26,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,64,3/26/18,M,4/8/18,0.3412,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,66,11/15/17,M,11/28/17,0.3411,13,12/9/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,37,3/26/18,M,4/10/18,0.3388,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,5,11/13/17,M,11/27/17,0.3387,14,12/9/17,26,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,49,10/31/17,M,11/13/17,0.3379,13,11/26/17,26,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,7,3/26/18,M,4/8/18,0.3374,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,2,3/26/18,M,4/8/18,0.3373,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,30,3/26/18,M,4/8/18,0.3365,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,13,3/26/18,M,4/8/18,0.336,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,35,3/26/18,M,4/8/18,0.3356,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,4,8,11/27/17,M,12/10/17,0.3346,13,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,8,3/26/18,M,4/8/18,0.3324,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,45,11/15/17,M,11/27/17,0.3302,12,12/8/17,23,Y,,,,,,,,,,,,,,
Full Mating Exposure,4,23,11/27/17,M,12/13/17,0.33,16,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,22,3/26/18,M,4/9/18,0.3293,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,36,3/26/18,M,4/10/18,0.329,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,62,3/26/18,M,4/9/18,0.3289,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,61,3/26/18,M,4/9/18,0.3286,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,4,19,11/27/17,M,12/10/17,0.3282,13,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,24,3/26/18,M,4/9/18,0.3274,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,10,3/26/18,M,4/9/18,0.3261,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,48,3/26/18,M,4/8/18,0.3241,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,34,3/26/18,M,4/8/18,0.3214,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,63,3/26/18,M,4/9/18,0.319,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,25,10/31/17,M,11/13/17,0.3143,13,11/24/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,39,3/26/18,M,4/9/18,0.3094,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,52,3/26/18,M,4/8/18,0.3011,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,60,3/26/18,M,4/8/18,0.2927,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,2,11/13/17,M,11/28/17,0.2841,15,12/10/17,27,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,29,10/31/17,M,11/14/17,0.2817,14,11/26/17,26,Y,,,,,,,,,,,,,,
Over Exp,55,8,7/19/18,F,7/31/18,0.4023,12,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,17,7/19/18,F,7/31/18,0.3992,12,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,42,7/19/18,F,< 7/30/2018,0.391,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,16,7/19/18,F,< 7/30/2018,0.3797,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,21,7/19/18,F,7/30/18,0.3762,11,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,25,7/19/18,F,7/30/18,0.3758,11,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,55,7/19/18,F,< 7/30/2018,0.3748,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,13,7/19/18,F,< 7/30/2018,0.3707,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,46,7/19/18,F,7/31/18,0.3686,12,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,36,7/19/18,F,< 7/30/2018,0.363,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,60,7/19/18,F,< 7/30/2018,0.3613,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,5,7/19/18,F,< 7/30/2018,0.3605,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,59,7/19/18,F,< 7/30/2018,0.3572,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,39,7/19/18,F,< 7/30/2018,0.3563,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,23,7/19/18,F,7/30/18,0.3562,11,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,34,7/19/18,F,< 7/30/2018,0.3493,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,57,7/19/18,F,< 7/30/2018,0.3473,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,62,7/19/18,F,< 7/30/2018,0.3471,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,3,7/19/18,F,< 7/30/2018,0.3465,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,22,7/19/18,F,< 7/30/2018,0.3455,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,41,7/19/18,F,7/30/18,0.3445,11,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,53,7/19/18,F,< 7/30/2018,0.3423,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,14,7/19/18,F,< 7/30/2018,0.3383,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,47,7/19/18,F,7/30/18,0.336,11,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,20,7/19/18,F,< 7/30/2018,0.3345,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,19,7/19/18,F,< 7/30/2018,0.3338,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,101,1,6/25/19,F,7/7/19,0.3316,12,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,4,7/19/18,F,< 7/30/2018,0.3224,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,48,7/19/18,F,< 7/30/2018,0.3213,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,101,12,6/25/19,F,7/5/19,0.3194,10,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,35,7/19/18,F,< 7/30/2018,0.3185,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,24,7/19/18,F,7/30/18,0.3174,11,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,101,5,6/25/19,F,7/7/19,0.3137,12,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,26,7/19/18,F,7/30/18,0.3065,11,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,101,25,6/25/19,F,7/5/19,0.2997,10,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,101,20,6/25/19,F,7/7/19,0.266,12,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,101,7,6/25/19,F,7/8/19,0.2158,13,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,101,11,6/25/19,F,7/8/19,0.199,13,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,37,7/19/18,M,7/31/18,0.4567,12,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,10,7/19/18,M,7/31/18,0.4108,12,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,31,7/19/18,M,< 7/30/2018,0.3743,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,45,7/19/18,M,< 7/30/2018,0.373,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,12,7/19/18,M,7/31/18,0.372,12,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,29,7/19/18,M,< 7/30/2018,0.3698,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,9,7/19/18,M,7/30/18,0.3657,11,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,51,7/19/18,M,< 7/30/2018,0.3573,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,15,7/19/18,M,7/30/18,0.3569,11,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,32,7/19/18,M,7/31/18,0.3551,12,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,40,7/19/18,M,7/30/18,0.3531,11,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,1,7/19/18,M,< 7/30/2018,0.352,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,64,7/19/18,M,< 7/30/2018,0.3518,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,38,7/19/18,M,7/30/18,0.3513,11,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,101,16,6/25/19,M,7/7/19,0.3502,12,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,43,7/19/18,M,< 7/30/2018,0.3496,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,54,7/19/18,M,< 7/30/2018,0.3483,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,30,7/19/18,M,< 7/30/2018,0.348,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,101,22,6/25/19,M,7/6/19,0.3455,11,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,101,10,6/25/19,M,7/6/19,0.3451,11,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,101,3,6/25/19,M,7/6/19,0.3442,11,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,7,7/19/18,M,< 7/30/2018,0.3427,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,28,7/19/18,M,< 7/30/2018,0.3406,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,50,7/19/18,M,7/30/18,0.3399,11,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,101,15,6/25/19,M,7/6/19,0.3398,11,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,11,7/19/18,M,7/30/18,0.3395,11,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,58,7/19/18,M,< 7/30/2018,0.3383,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,44,7/19/18,M,7/31/18,0.3358,12,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,52,7/19/18,M,< 7/30/2018,0.3348,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,18,7/19/18,M,7/30/18,0.3347,11,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,33,7/19/18,M,< 7/30/2018,0.3345,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,61,7/19/18,M,7/30/18,0.3335,11,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,56,7/19/18,M,7/30/18,0.3318,11,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,6,7/19/18,M,< 7/30/2018,0.3312,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,101,23,6/25/19,M,7/6/19,0.331,11,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,2,7/19/18,M,< 7/30/2018,0.3274,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,101,8,6/25/19,M,7/6/19,0.3212,11,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,63,7/19/18,M,< 7/30/2018,0.3195,NA,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,55,49,7/19/18,M,7/30/18,0.3137,11,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,101,2,6/25/19,M,7/5/19,0.3095,10,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,101,19,6/25/19,M,7/6/19,0.3077,11,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,101,13,6/25/19,M,7/6/19,0.2994,11,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,101,21,6/25/19,M,7/6/19,0.286,11,NA,NA,Y,,,,,,,,,,,,,,
Over Exp,101,6,6/25/19,M,7/8/19,0.2111,13,NA,NA,Y,,,,,,,,,,,,,,
SoundRoom,2,52,10/4/17,F,NA,0.4636,NA,10/29/17,25,N,,,,,,,,,,,,,,
SoundRoom,2,20,10/4/17,F,NA,0.455,NA,10/28/17,24,N,,,,,,,,,,,,,,
SoundRoom,2,35,10/4/17,F,NA,0.4386,NA,10/28/17,24,N,,,,,,,,,,,,,,
SoundRoom,2,17,10/4/17,F,NA,0.4369,NA,10/28/17,24,N,,,,,,,,,,,,,,
SoundRoom,2,29,10/4/17,F,NA,0.4312,NA,10/28/17,24,N,,,,,,,,,,,,,,
SoundRoom,6,12,10/25/17,F,11/8/17,0.4292,14,11/20/17,26,N,,,,,,,,,,,,,,
SoundRoom,2,57,10/4/17,F,NA,0.4269,NA,NA,NA,N,,,,,,,,,,,,,,
SoundRoom,2,12,10/4/17,F,NA,0.4267,NA,10/28/17,24,N,,,,,,,,,,,,,,
SoundRoom,5,11,10/25/17,F,11/8/17,0.4236,14,11/21/17,27,N,,,,,,,,,,,,,,
SoundRoom,6,37,10/25/17,F,11/8/17,0.421,14,11/21/17,27,N,,,,,,,,,,,,,,
SoundRoom,2,15,10/4/17,F,NA,0.4207,NA,10/28/17,24,N,,,,,,,,,,,,,,
SoundRoom,5,54,10/23/17,F,11/5/17,0.4162,13,11/18/17,26,N,,,,,,,,,,,,,,
SoundRoom,6,40,10/25/17,F,11/8/17,0.4139,14,11/21/17,27,N,,,,,,,,,,,,,,
SoundRoom,6,34,10/25/17,F,11/9/17,0.4126,15,11/21/17,27,N,,,,,,,,,,,,,,
SoundRoom,6,15,10/25/17,F,11/8/17,0.4113,14,11/20/17,26,N,,,,,,,,,,,,,,
SoundRoom,6,6,10/25/17,F,11/9/17,0.4109,15,11/21/17,27,N,,,,,,,,,,,,,,
SoundRoom,2,6,10/4/17,F,NA,0.4104,NA,10/28/17,24,N,,,,,,,,,,,,,,
SoundRoom,2,58,10/4/17,F,NA,0.4101,NA,10/28/17,24,N,,,,,,,,,,,,,,
SoundRoom,5,31,10/25/17,F,11/8/17,0.4099,14,11/20/17,26,N,,,,,,,,,,,,,,
SoundRoom,6,5,10/25/17,F,11/8/17,0.4096,14,11/20/17,26,N,,,,,,,,,,,,,,
SoundRoom,2,25,10/4/17,F,NA,0.4085,NA,10/29/17,25,N,,,,,,,,,,,,,,
SoundRoom,2,26,10/4/17,F,NA,0.4082,NA,10/28/17,24,N,,,,,,,,,,,,,,
SoundRoom,2,31,10/4/17,F,NA,0.4072,NA,10/28/17,24,N,,,,,,,,,,,,,,
SoundRoom,5,42,10/25/17,F,11/8/17,0.4052,14,11/20/17,26,N,,,,,,,,,,,,,,
SoundRoom,2,2,10/4/17,F,NA,0.4038,NA,10/28/17,24,N,,,,,,,,,,,,,,
SoundRoom,2,3,10/4/17,F,NA,0.4021,NA,10/29/17,25,N,,,,,,,,,,,,,,
SoundRoom,5,23,10/25/17,F,11/8/17,0.4016,14,11/21/17,27,N,,,,,,,,,,,,,,
SoundRoom,5,19,10/25/17,F,11/8/17,0.4013,14,11/21/17,27,N,,,,,,,,,,,,,,
SoundRoom,2,44,10/4/17,F,NA,0.3987,NA,10/29/17,25,N,,,,,,,,,,,,,,
SoundRoom,2,32,10/4/17,F,NA,0.3962,NA,10/27/17,23,N,,,,,,,,,,,,,,
SoundRoom,5,25,10/25/17,F,11/8/17,0.3952,14,11/20/17,26,N,,,,,,,,,,,,,,
SoundRoom,2,55,10/4/17,F,NA,0.3951,NA,NA,NA,N,,,,,,,,,,,,,,
SoundRoom,6,24,10/25/17,F,11/10/17,0.3933,16,11/21/17,27,N,,,,,,,,,,,,,,
SoundRoom,5,3,10/25/17,F,11/9/17,0.3914,15,11/22/17,28,N,,,,,,,,,,,,,,
SoundRoom,5,35,10/25/17,F,11/8/17,0.3906,14,11/21/17,27,N,,,,,,,,,,,,,,
SoundRoom,5,18,10/23/17,F,11/5/17,0.3903,13,11/17/17,25,N,,,,,,,,,,,,,,
SoundRoom,6,17,10/25/17,F,11/9/17,0.3901,15,11/21/17,27,N,,,,,,,,,,,,,,
SoundRoom,5,58,10/25/17,F,11/8/17,0.3891,14,11/20/17,26,N,,,,,,,,,,,,,,
SoundRoom,6,22,10/25/17,F,11/8/17,0.3887,14,11/20/17,26,N,,,,,,,,,,,,,,
SoundRoom,5,26,10/23/17,F,11/6/17,0.3884,14,11/19/17,27,N,,,,,,,,,,,,,,
SoundRoom,5,7,10/25/17,F,11/9/17,0.3871,15,11/21/17,27,N,,,,,,,,,,,,,,
SoundRoom,6,41,10/25/17,F,11/8/17,0.3865,14,11/20/17,26,N,,,,,,,,,,,,,,
SoundRoom,2,37,10/4/17,F,NA,0.3863,NA,10/28/17,24,N,,,,,,,,,,,,,,
SoundRoom,5,33,10/25/17,F,11/8/17,0.3859,14,11/20/17,26,N,,,,,,,,,,,,,,
SoundRoom,2,4,10/4/17,F,NA,0.3854,NA,10/28/17,24,N,,,,,,,,,,,,,,
SoundRoom,6,18,10/25/17,F,11/8/17,0.3847,14,11/20/17,26,N,,,,,,,,,,,,,,
SoundRoom,5,64,10/25/17,F,11/8/17,0.3842,14,DEAD,NA,N,,,,,,,,,,,,,,
SoundRoom,6,21,10/25/17,F,11/11/17,0.3827,17,11/23/17,29,N,,,,,,,,,,,,,,
SoundRoom,6,44,10/25/17,F,11/8/17,0.3822,14,11/21/17,27,N,,,,,,,,,,,,,,
SoundRoom,2,42,10/4/17,F,NA,0.3818,NA,10/28/17,24,N,,,,,,,,,,,,,,
SoundRoom,5,51,10/23/17,F,11/5/17,0.3816,13,11/17/17,25,N,,,,,,,,,,,,,,
SoundRoom,5,10,10/23/17,F,11/5/17,0.38,13,11/17/17,25,N,,,,,,,,,,,,,,
SoundRoom,6,42,10/25/17,F,11/9/17,0.38,15,11/21/17,27,N,,,,,,,,,,,,,,
SoundRoom,2,53,10/4/17,F,NA,0.3789,NA,10/27/17,23,N,,,,,,,,,,,,,,
SoundRoom,5,38,10/25/17,F,11/9/17,0.3789,15,11/21/17,27,N,,,,,,,,,,,,,,
SoundRoom,6,36,10/25/17,F,11/9/17,0.3778,15,11/21/17,27,N,,,,,,,,,,,,,,
SoundRoom,5,20,10/23/17,F,11/6/17,0.3775,14,11/17/17,25,N,,,,,,,,,,,,,,
SoundRoom,5,46,10/25/17,F,11/8/17,0.3768,14,11/20/17,26,N,,,,,,,,,,,,,,
SoundRoom,2,13,10/4/17,F,NA,0.376,NA,10/29/17,25,N,,,,,,,,,,,,,,
SoundRoom,5,63,10/23/17,F,11/5/17,0.3747,13,11/17/17,25,N,,,,,,,,,,,,,,
SoundRoom,5,17,10/25/17,F,11/8/17,0.3737,14,11/20/17,26,N,,,,,,,,,,,,,,
SoundRoom,2,22,10/4/17,F,NA,0.3733,NA,10/28/17,24,N,,,,,,,,,,,,,,
SoundRoom,5,53,10/23/17,F,11/5/17,0.3714,13,11/17/17,25,N,,,,,,,,,,,,,,
SoundRoom,5,40,10/23/17,F,11/8/17,0.3709,16,11/19/17,27,N,,,,,,,,,,,,,,
SoundRoom,5,6,10/25/17,F,11/8/17,0.3693,14,11/20/17,26,N,,,,,,,,,,,,,,
SoundRoom,2,11,10/4/17,F,NA,0.3691,NA,10/28/17,24,N,,,,,,,,,,,,,,
SoundRoom,5,61,10/23/17,F,11/6/17,0.3687,14,11/17/17,25,N,,,,,,,,,,,,,,
SoundRoom,5,9,10/25/17,F,11/8/17,0.3673,14,11/20/17,26,N,,,,,,,,,,,,,,
SoundRoom,5,54,10/25/17,F,11/8/17,0.3665,14,11/20/17,26,N,,,,,,,,,,,,,,
SoundRoom,5,31,10/23/17,F,11/5/17,0.3654,13,11/17/17,25,N,,,,,,,,,,,,,,
SoundRoom,5,5,10/23/17,F,11/5/17,0.3649,13,11/19/17,27,N,,,,,,,,,,,,,,
SoundRoom,6,52,10/25/17,F,11/6/17,0.3643,12,11/20/17,26,N,,,,,,,,,,,,,,
SoundRoom,5,15,10/25/17,F,11/8/17,0.3627,14,11/21/17,27,N,,,,,,,,,,,,,,
SoundRoom,5,44,10/25/17,F,11/8/17,0.3609,14,11/21/17,27,N,,,,,,,,,,,,,,
SoundRoom,5,52,10/25/17,F,11/8/17,0.3606,14,11/20/17,26,N,,,,,,,,,,,,,,
SoundRoom,6,45,10/25/17,F,11/6/17,0.3586,12,11/20/17,26,N,,,,,,,,,,,,,,
SoundRoom,5,55,10/25/17,F,11/7/17,0.3563,13,11/20/17,26,N,,,,,,,,,,,,,,
SoundRoom,5,30,10/25/17,F,11/7/17,0.3544,13,11/21/17,27,N,,,,,,,,,,,,,,
SoundRoom,5,57,10/23/17,F,11/8/17,0.3543,16,11/21/17,29,N,,,,,,,,,,,,,,
SoundRoom,5,13,10/23/17,F,11/5/17,0.3533,13,11/18/17,26,N,,,,,,,,,,,,,,
SoundRoom,5,26,10/25/17,F,11/9/17,0.3531,15,11/21/17,27,N,,,,,,,,,,,,,,
SoundRoom,6,60,10/25/17,F,11/7/17,0.3509,13,11/20/17,26,N,,,,,,,,,,,,,,
SoundRoom,6,61,10/25/17,F,11/7/17,0.3507,13,11/20/17,26,N,,,,,,,,,,,,,,
SoundRoom,2,61,10/4/17,F,NA,0.3478,NA,10/28/17,24,N,,,,,,,,,,,,,,
SoundRoom,5,41,10/25/17,F,11/8/17,0.3475,14,DEAD,NA,N,,,,,,,,,,,,,,
SoundRoom,5,11,10/23/17,F,11/6/17,0.3474,14,11/17/17,25,N,,,,,,,,,,,,,,
SoundRoom,6,39,10/25/17,F,11/8/17,0.3472,14,11/20/17,26,N,,,,,,,,,,,,,,
SoundRoom,6,50,10/25/17,F,11/8/17,0.3465,14,11/20/17,26,N,,,,,,,,,,,,,,
SoundRoom,6,2,10/25/17,F,11/8/17,0.3461,14,11/20/17,26,N,,,,,,,,,,,,,,
SoundRoom,2,8,10/4/17,F,NA,0.345,NA,10/28/17,24,N,,,,,,,,,,,,,,
SoundRoom,5,35,10/23/17,F,11/4/17,0.3435,12,11/18/17,26,N,,,,,,,,,,,,,,
SoundRoom,6,4,10/25/17,F,11/8/17,0.3429,14,11/21/17,27,N,,,,,,,,,,,,,,
SoundRoom,6,63,10/25/17,F,11/7/17,0.3428,13,11/20/17,26,N,,,,,,,,,,,,,,
SoundRoom,2,36,10/4/17,F,NA,0.3424,NA,10/28/17,24,N,,,,,,,,,,,,,,
SoundRoom,6,25,10/25/17,F,11/6/17,0.3372,12,11/20/17,26,N,,,,,,,,,,,,,,
SoundRoom,5,21,10/25/17,F,11/7/17,0.335,13,DEAD,NA,N,,,,,,,,,,,,,,
SoundRoom,5,6,10/23/17,F,11/6/17,0.3303,14,11/17/17,25,N,,,,,,,,,,,,,,
SoundRoom,6,53,10/25/17,F,11/8/17,0.3278,14,11/21/17,27,N,,,,,,,,,,,,,,
SoundRoom,5,59,10/25/17,F,11/6/17,0.3272,12,11/20/17,26,N,,,,,,,,,,,,,,
